,지점,일시,최저기온(°C),평균기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa)
1990,131,2017-06-13,18.0,21.2,26.6,0.0,2.1,10.4,51.4,1007.5
1991,131,2017-06-14,16.5,22.0,28.0,0.0,1.7,11.3,54.5,1004.2
1992,131,2017-06-15,16.9,23.8,31.6,0.0,1.8,11.3,48.8,1001.7
1993,131,2017-06-16,19.5,25.7,33.2,0.0,1.8,11.1,43.4,1002.7
1994,131,2017-06-17,19.1,25.0,32.1,0.0,1.6,8.3,35.4,1003.5
1995,131,2017-06-18,18.4,25.2,32.9,0.0,1.6,8.6,37.5,1003.3
1996,131,2017-06-19,18.7,25.9,33.2,0.0,1.5,11.1,43.3,1002.3
1997,131,2017-06-20,20.4,26.2,31.8,0.0,1.5,10.7,40.0,998.2
1998,131,2017-06-21,21.0,25.2,31.2,0.0,1.7,12.8,47.5,998.9
1999,131,2017-06-22,19.5,25.0,31.7,0.0,1.6,13.9,53.6,1001.8
2000,131,2017-06-23,20.3,26.9,34.9,0.0,1.6,12.9,45.6,999.1
2001,131,2017-06-24,20.2,24.0,30.4,3.1,1.4,15.4,61.6,996.2
2002,131,2017-06-25,19.7,23.9,29.8,0.0,1.6,17.7,70.8,995.7
2003,131,2017-06-26,21.2,24.2,28.8,0.0,2.3,17.0,65.8,1000.2
2004,131,2017-06-27,21.3,24.8,29.3,0.9,1.8,17.6,66.3,1003.0
2005,131,2017-06-28,21.6,25.5,32.2,4.4,1.4,18.5,69.0,1005.1
2006,131,2017-06-29,21.9,26.6,32.2,0.0,1.5,17.0,58.4,1004.1
2007,131,2017-06-30,22.8,26.6,32.9,0.0,1.5,17.0,57.6,1001.3
2008,131,2017-07-01,21.9,24.3,25.9,16.7,1.1,21.5,85.6,1001.1
2009,131,2017-07-02,24.5,26.4,30.3,7.0,1.9,23.7,85.9,1000.7
2010,131,2017-07-03,23.6,25.2,28.6,134.4,1.9,24.3,95.6,999.6
2011,131,2017-07-04,24.0,26.1,31.5,30.0,1.4,23.0,85.0,999.3
2012,131,2017-07-05,24.2,28.1,33.6,0.0,1.2,20.5,67.1,1003.0
2013,131,2017-07-06,23.1,26.6,33.9,26.4,1.2,21.7,77.5,1003.5
2014,131,2017-07-07,23.6,27.0,30.2,1.1,1.6,22.6,78.6,1001.4
2015,131,2017-07-08,23.3,26.0,28.7,31.5,1.7,22.8,83.4,1000.4
2016,131,2017-07-09,23.5,27.4,33.5,31.7,1.3,22.5,77.3,999.7
2017,131,2017-07-10,24.3,26.0,29.0,47.4,1.6,24.9,93.6,995.0
2018,131,2017-07-11,23.5,26.8,32.1,4.5,1.8,22.6,79.9,1000.7
2019,131,2017-07-12,24.8,27.9,32.5,0.0,1.5,21.8,71.9,1003.3
2020,131,2017-07-13,23.9,28.0,33.4,0.0,1.4,21.3,69.9,1001.2
2021,131,2017-07-14,25.4,28.3,34.2,5.4,1.8,20.9,65.5,1001.5
2022,131,2017-07-15,23.6,25.9,29.3,12.1,2.1,21.8,79.0,1003.2
2023,131,2017-07-16,22.5,25.2,27.3,290.2,1.4,23.6,91.6,1005.3
2024,131,2017-07-17,23.8,25.9,29.7,0.8,1.3,23.0,84.8,1005.5
2025,131,2017-07-18,23.0,26.4,30.6,0.0,1.3,22.2,78.8,1002.9
2026,131,2017-07-19,24.7,28.0,32.7,0.0,1.5,21.5,70.4,1000.3
2027,131,2017-07-20,25.4,29.5,34.3,0.0,1.4,22.4,67.5,1000.2
2028,131,2017-07-21,26.9,30.1,34.4,0.0,1.8,22.5,64.4,1001.8
2029,131,2017-07-22,27.5,29.5,33.3,0.0,1.6,23.1,69.3,1002.7
2030,131,2017-07-23,25.7,27.5,29.2,3.8,1.5,23.9,81.0,998.6
2031,131,2017-07-24,25.3,27.2,31.1,33.0,1.3,25.0,88.6,996.0
2032,131,2017-07-25,25.6,28.3,33.3,21.3,1.9,22.5,73.1,996.7
2033,131,2017-07-26,24.1,27.8,32.1,0.0,2.8,17.0,52.6,1001.0
2034,131,2017-07-27,23.1,27.8,33.4,0.0,1.5,16.8,51.9,1001.3
2035,131,2017-07-28,24.9,27.2,30.9,50.9,1.6,22.5,77.0,1001.2
2036,131,2017-07-29,24.6,26.4,30.5,1.8,2.2,21.1,73.8,1000.8
2037,131,2017-07-30,23.8,28.1,32.6,0.0,1.5,20.7,65.5,1000.5
2038,131,2017-07-31,22.4,24.5,27.4,39.1,1.4,22.7,89.9,1002.3
2039,131,2017-08-01,22.8,27.2,32.6,3.6,1.3,21.8,74.9,1003.3
2040,131,2017-08-02,25.3,29.3,33.7,0.0,1.4,22.6,68.5,1000.6
2041,131,2017-08-03,25.2,28.7,32.5,0.0,2.8,19.1,57.3,998.6
2042,131,2017-08-04,24.4,30.0,35.5,0.0,1.4,21.0,59.9,998.5
2043,131,2017-08-05,26.8,31.8,36.7,0.0,1.7,22.0,57.9,996.3
2044,131,2017-08-06,28.1,31.2,35.8,0.0,1.8,22.1,59.9,993.7
2045,131,2017-08-07,25.8,29.4,34.2,0.0,1.8,20.2,59.3,993.0
2046,131,2017-08-08,24.5,28.2,32.4,0.0,1.4,20.0,62.6,993.1
2047,131,2017-08-09,22.2,24.1,27.5,38.5,2.1,21.5,85.9,991.0
2048,131,2017-08-10,23.9,26.1,31.0,1.5,1.3,22.8,83.3,993.7
2049,131,2017-08-11,23.8,27.3,32.3,0.0,1.5,20.9,69.9,999.2
2050,131,2017-08-12,23.1,27.2,30.9,0.0,1.8,19.1,62.6,1003.6
2051,131,2017-08-13,23.5,25.4,27.2,0.0,2.6,17.4,61.5,1003.5
2052,131,2017-08-14,21.6,23.1,26.0,35.0,1.5,20.2,84.5,999.3
2053,131,2017-08-15,21.7,23.2,24.8,14.3,1.4,21.3,89.6,996.4
2054,131,2017-08-16,22.5,25.4,30.4,14.0,1.3,22.0,82.3,998.4
2055,131,2017-08-17,22.5,25.8,32.0,2.1,1.4,20.9,76.0,1001.1
2056,131,2017-08-18,23.7,26.2,30.2,0.7,1.3,21.0,74.6,1004.2
2057,131,2017-08-19,22.9,26.0,30.5,1.9,1.2,20.7,74.3,1005.0
2058,131,2017-08-20,23.4,26.2,29.9,4.9,2.4,20.8,73.0,1001.8
2059,131,2017-08-21,23.0,25.1,29.5,39.8,1.6,23.2,89.3,1001.2
2060,131,2017-08-22,24.3,28.1,32.7,0.1,1.3,23.0,75.3,1005.2
2061,131,2017-08-23,25.5,29.1,32.9,9.2,1.9,23.7,74.3,1005.2
2062,131,2017-08-24,24.4,27.4,30.7,33.9,2.2,23.6,80.6,1000.4
2063,131,2017-08-25,22.9,26.2,31.6,0.0,1.5,17.3,61.9,1001.8
2064,131,2017-08-26,20.1,24.3,29.6,0.0,1.7,11.6,50.5,1007.0
2065,131,2017-08-27,18.6,23.2,29.9,0.0,1.3,14.1,58.9,1008.1
2066,131,2017-08-28,20.6,24.1,28.0,25.7,1.6,18.8,73.5,1004.1
2067,131,2017-08-29,18.3,20.8,24.5,0.0,2.0,10.6,55.9,1007.0
2068,131,2017-08-30,16.8,18.6,21.4,0.0,1.4,8.7,53.5,1007.3
2069,131,2017-08-31,17.2,21.6,27.0,0.0,1.7,12.8,60.3,1005.2
2070,131,2017-09-01,16.3,22.3,28.0,0.0,1.7,11.2,52.3,1005.5
2071,131,2017-09-02,17.1,22.3,27.5,0.0,1.5,12.0,54.3,1006.0
2072,131,2017-09-03,16.4,22.8,28.6,0.0,1.3,12.2,54.1,1008.2
2073,131,2017-09-04,17.6,23.3,29.0,0.0,1.7,11.7,50.8,1008.4
2074,131,2017-09-05,19.1,21.7,24.2,1.7,1.3,15.9,70.3,1004.9
2075,131,2017-09-06,18.9,21.0,22.8,2.6,1.3,17.0,78.8,1001.6
2076,131,2017-09-07,18.2,22.4,27.7,0.0,1.3,15.8,69.0,1001.2
2077,131,2017-09-08,19.8,23.5,28.7,0.0,1.1,16.2,66.1,1004.8
2078,131,2017-09-09,18.0,22.7,28.5,0.0,1.0,17.0,72.3,1006.3
2079,131,2017-09-10,19.3,22.7,27.1,0.0,1.1,18.2,77.3,1006.5
2080,131,2017-09-11,17.5,20.7,23.4,32.9,1.9,17.4,82.6,1000.4
2081,131,2017-09-12,19.1,22.4,28.3,0.0,1.4,14.8,65.5,1007.0
2082,131,2017-09-13,15.5,21.1,28.0,0.0,1.3,9.9,52.8,1011.7
2083,131,2017-09-14,14.7,21.5,28.0,0.0,1.4,12.2,58.5,1012.2
2084,131,2017-09-15,17.7,22.0,26.2,0.0,3.4,10.3,49.4,1011.7
2085,131,2017-09-16,16.7,20.8,24.8,0.0,3.3,11.1,54.9,1006.8
2086,131,2017-09-17,16.9,21.9,28.3,0.0,2.5,13.3,59.6,999.7
2087,131,2017-09-18,16.6,21.6,27.7,0.0,1.3,14.2,64.6,1001.9
2088,131,2017-09-19,18.6,23.0,27.5,0.0,2.0,16.9,69.5,1002.9
2089,131,2017-09-20,16.5,20.2,24.6,6.2,1.9,8.1,48.5,1005.7
2090,131,2017-09-21,12.5,19.4,26.5,0.0,1.2,10.1,58.3,1007.3
2091,131,2017-09-22,15.0,20.6,26.9,0.0,1.2,11.9,60.3,1006.2
2092,131,2017-09-23,15.7,21.0,26.2,0.0,1.1,15.5,72.0,1009.1
2093,131,2017-09-24,18.4,22.6,27.5,0.0,1.1,17.7,75.0,1008.7
2094,131,2017-09-25,19.6,23.3,29.0,0.0,1.3,16.8,70.3,1007.8
2095,131,2017-09-26,18.0,23.8,29.3,0.0,1.5,14.1,57.5,1005.0
2096,131,2017-09-27,16.2,19.6,23.0,34.9,2.1,16.1,81.0,1000.5
2097,131,2017-09-28,15.7,20.2,24.7,0.0,2.0,8.7,51.4,1003.8
2098,131,2017-09-29,12.0,16.8,22.0,0.0,1.2,3.2,44.3,1011.3
2099,131,2017-09-30,11.5,18.6,25.7,0.0,1.1,9.8,58.1,1015.1
2100,131,2017-10-01,14.7,16.6,19.5,5.9,1.5,12.2,76.1,1009.9
2101,131,2017-10-02,15.1,19.8,25.1,9.2,2.0,15.5,78.3,1003.7
2102,131,2017-10-03,15.4,18.2,23.1,0.0,1.3,9.4,57.0,1010.8
2103,131,2017-10-04,13.2,17.8,23.3,0.0,1.4,8.5,55.5,1015.8
2104,131,2017-10-05,14.1,18.4,21.7,0.0,2.2,9.3,56.1,1016.4
2105,131,2017-10-06,14.5,16.6,19.2,0.8,1.6,12.5,77.4,1011.8
2106,131,2017-10-07,16.7,20.3,25.3,0.0,1.4,14.9,72.6,1012.8
2107,131,2017-10-08,17.6,21.9,27.5,0.0,1.0,15.3,68.5,1015.4
2108,131,2017-10-09,18.3,22.4,28.1,0.0,1.0,15.9,68.5,1014.6
2109,131,2017-10-10,18.3,22.2,26.2,0.0,1.0,17.1,74.4,1011.8
2110,131,2017-10-11,14.0,17.2,22.1,6.8,1.7,13.2,78.1,1011.3
2111,131,2017-10-12,10.5,12.6,14.0,0.4,1.4,8.7,77.8,1013.5
2112,131,2017-10-13,5.6,11.6,17.8,0.0,1.3,4.7,66.9,1015.3
2113,131,2017-10-14,8.5,14.1,19.5,0.0,1.7,2.8,51.6,1018.3
2114,131,2017-10-15,10.1,15.3,20.7,0.0,1.8,6.1,55.5,1019.8
2115,131,2017-10-16,13.5,16.2,20.8,0.0,1.8,7.2,56.6,1019.1
2116,131,2017-10-17,10.1,16.0,22.7,0.0,1.4,8.0,61.5,1017.1
2117,131,2017-10-18,15.5,16.8,19.3,0.0,2.1,6.7,51.6,1016.0
2118,131,2017-10-19,11.3,16.2,20.7,0.0,1.5,7.7,58.9,1012.1
2119,131,2017-10-20,11.3,16.5,22.5,0.0,1.4,7.3,58.4,1011.8
2120,131,2017-10-21,10.8,16.2,22.9,0.0,1.6,7.1,58.9,1010.4
2121,131,2017-10-22,9.6,15.6,22.9,0.0,3.0,5.0,52.8,1005.7
2122,131,2017-10-23,10.1,13.4,18.1,0.0,1.6,2.5,49.9,1010.8
2123,131,2017-10-24,8.5,13.2,18.7,0.0,1.2,4.5,57.6,1016.9
2124,131,2017-10-25,7.5,13.2,20.0,0.0,0.9,5.5,62.6,1018.0
2125,131,2017-10-26,8.3,14.2,20.1,0.0,0.8,5.2,58.0,1014.5
2126,131,2017-10-27,12.1,15.5,21.8,0.0,0.9,5.8,55.0,1012.8
2127,131,2017-10-28,10.6,16.3,23.4,0.0,1.4,8.0,61.1,1012.7
2128,131,2017-10-29,7.1,11.6,18.0,0.0,2.1,2.6,57.8,1010.3
2129,131,2017-10-30,3.3,7.6,13.2,0.0,1.5,-8.2,33.8,1018.5
2130,131,2017-10-31,1.1,8.8,16.0,0.0,0.9,-0.7,54.3,1018.4
2131,131,2017-11-01,8.2,13.5,19.0,0.0,1.2,6.1,62.3,1014.6
2132,131,2017-11-02,11.4,14.2,18.0,0.0,0.8,8.9,71.4,1011.6
2133,131,2017-11-03,8.0,11.3,16.1,0.0,1.8,4.3,66.0,1013.4
2134,131,2017-11-04,4.5,8.1,13.6,0.0,1.5,-2.1,49.8,1021.4
2135,131,2017-11-05,1.4,7.4,14.3,0.0,0.8,0.3,63.9,1022.0
2136,131,2017-11-06,2.0,9.0,16.4,0.0,0.9,1.5,63.4,1018.0
2137,131,2017-11-07,5.9,13.3,19.5,0.0,0.7,6.0,63.4,1014.3
2138,131,2017-11-08,8.3,13.5,18.3,0.0,1.5,4.6,58.6,1013.2
2139,131,2017-11-09,2.5,9.1,16.1,0.0,0.8,-2.2,49.1,1017.0
2140,131,2017-11-10,3.1,10.0,17.8,3.0,2.0,2.7,61.5,1009.8
2141,131,2017-11-11,2.9,6.2,10.6,0.0,1.7,-4.5,47.1,1014.5
2142,131,2017-11-12,-1.1,4.9,11.6,0.0,1.0,-2.3,62.1,1014.7
2143,131,2017-11-13,1.0,7.1,12.3,0.0,1.0,-0.2,61.3,1011.0
2144,131,2017-11-14,5.0,8.1,12.5,0.2,1.7,-1.9,54.1,1012.2
2145,131,2017-11-15,3.1,5.3,8.5,0.0,2.0,-4.0,51.8,1014.7
2146,131,2017-11-16,-1.2,2.7,7.2,0.0,1.7,-8.9,42.9,1018.0
2147,131,2017-11-17,-2.0,3.6,7.5,0.4,1.2,-4.6,56.3,1012.6
2148,131,2017-11-18,-2.7,-0.3,5.4,0.0,2.8,-11.5,44.4,1015.8
2149,131,2017-11-19,-4.6,-0.4,3.7,0.0,1.7,-12.5,40.5,1020.2
2150,131,2017-11-20,-0.9,3.3,7.7,0.0,1.4,-5.8,53.6,1019.2
2151,131,2017-11-21,-2.7,2.0,8.0,0.0,0.9,-4.9,64.5,1019.4
2152,131,2017-11-22,-1.2,3.9,10.3,0.1,1.4,-3.0,61.5,1011.8
2153,131,2017-11-23,-1.5,1.4,4.9,0.0,1.5,-5.4,61.1,1014.0
2154,131,2017-11-24,-1.7,0.6,3.0,2.4,1.1,-2.3,82.3,1017.7
2155,131,2017-11-25,-3.1,5.3,11.0,0.0,1.8,-1.0,65.9,1017.2
2156,131,2017-11-26,1.6,6.6,10.8,7.6,1.6,1.8,73.4,1017.3
2157,131,2017-11-27,-2.2,3.2,9.1,0.0,0.8,-1.8,71.4,1019.4
2158,131,2017-11-28,0.6,5.8,12.2,0.0,1.0,1.5,74.8,1015.6
2159,131,2017-11-29,1.4,5.5,8.9,0.0,1.7,-4.5,51.3,1018.1
2160,131,2017-11-30,-2.3,-0.4,3.9,0.0,2.3,-14.6,34.5,1020.9
2161,131,2017-12-01,-5.3,-0.6,3.6,0.0,1.4,-14.7,34.1,1023.7
2162,131,2017-12-02,-3.4,1.8,7.4,0.0,0.9,-7.0,53.0,1021.3
2163,131,2017-12-03,-0.7,3.9,8.6,0.0,0.8,-0.5,73.1,1016.4
2164,131,2017-12-04,-3.2,1.2,4.5,0.0,2.2,-6.4,60.5,1015.5
2165,131,2017-12-05,-6.0,-3.0,0.1,0.0,1.9,-14.3,42.6,1016.0
2166,131,2017-12-06,-4.8,0.3,5.5,1.5,0.9,-2.9,80.3,1015.9
2167,131,2017-12-07,-1.7,2.7,6.0,1.3,1.5,-3.5,67.1,1015.0
2168,131,2017-12-08,-4.5,-2.0,1.0,0.0,2.0,-12.0,46.4,1016.8
2169,131,2017-12-09,-2.2,1.1,5.1,0.0,0.9,-6.4,57.9,1013.3
2170,131,2017-12-10,-0.9,2.6,7.3,2.0,1.6,-1.7,73.9,1007.9
2171,131,2017-12-11,-8.1,-4.8,-0.1,0.0,2.4,-11.3,61.4,1016.3
2172,131,2017-12-12,-10.7,-6.9,-3.0,0.0,2.0,-16.9,45.4,1022.6
2173,131,2017-12-13,-9.6,-6.1,-1.3,0.0,1.5,-16.7,43.9,1024.7
2174,131,2017-12-14,-10.8,-5.3,-0.9,0.0,1.1,-14.1,52.5,1024.4
2175,131,2017-12-15,-7.8,-1.6,2.1,0.0,0.9,-12.1,47.8,1019.6
2176,131,2017-12-16,-5.9,-2.9,1.7,0.0,2.5,-13.2,46.3,1019.9
2177,131,2017-12-17,-8.7,-5.0,-0.7,0.0,1.5,-14.3,48.8,1023.5
2178,131,2017-12-18,-6.5,0.8,6.9,0.0,1.5,-6.2,60.5,1020.1
2179,131,2017-12-19,-5.7,-2.0,3.0,0.0,2.1,-12.6,46.0,1024.2
2180,131,2017-12-20,-8.4,-1.8,3.9,0.8,1.2,-6.5,73.1,1024.1
2181,131,2017-12-21,-2.7,0.1,3.8,0.0,1.0,-5.7,67.9,1024.0
2182,131,2017-12-22,-3.8,1.8,7.9,0.0,0.7,-3.3,69.5,1019.8
2183,131,2017-12-23,1.0,5.1,10.5,0.0,0.7,0.6,73.8,1016.1
2184,131,2017-12-24,1.4,3.0,5.2,12.8,1.3,0.4,83.8,1006.6
2185,131,2017-12-25,-3.0,-0.8,2.0,0.0,2.3,-10.4,48.5,1015.9
2186,131,2017-12-26,-5.7,-2.0,2.4,0.0,2.0,-9.5,59.9,1018.4
2187,131,2017-12-27,-8.0,-5.1,-1.0,0.0,1.8,-18.6,34.6,1022.8
2188,131,2017-12-28,-6.2,-1.5,2.1,0.0,1.1,-11.2,47.6,1022.6
2189,131,2017-12-29,-0.1,3.0,5.8,0.0,1.1,-2.8,65.8,1019.9
2190,131,2017-12-30,0.5,3.6,7.1,1.4,1.1,-1.3,71.8,1017.2
2191,131,2017-12-31,-1.0,1.3,4.7,1.3,1.8,-6.5,59.4,1016.4
2192,131,2018-01-01,-4.3,-0.2,4.7,0.0,1.1,-9.6,50.6,1020.6
2193,131,2018-01-02,-4.2,-0.7,2.9,0.0,1.2,-7.5,61.9,1021.6
2194,131,2018-01-03,-5.0,-2.6,1.2,0.0,1.8,-12.8,46.3,1023.3
2195,131,2018-01-04,-6.2,-3.2,-0.9,0.0,1.5,-13.1,47.3,1019.8
2196,131,2018-01-05,-3.7,-1.2,3.3,0.0,1.3,-8.6,57.4,1013.9
2197,131,2018-01-06,-4.2,-0.8,3.9,0.0,1.4,-8.3,58.1,1016.5
2198,131,2018-01-07,-6.9,-1.6,2.0,0.0,0.8,-8.5,60.5,1014.3
2199,131,2018-01-08,-0.9,0.9,2.2,2.1,1.4,-2.5,79.6,1004.5
2200,131,2018-01-09,-4.5,-2.6,-0.3,1.8,1.9,-5.3,81.9,1006.7
2201,131,2018-01-10,-9.1,-5.5,-2.1,4.2,1.8,-11.0,66.0,1011.5
2202,131,2018-01-11,-11.1,-9.3,-5.8,0.0,1.8,-14.0,69.4,1019.6
2203,131,2018-01-12,-15.3,-9.5,-5.9,0.0,1.3,-16.9,55.4,1024.5
2204,131,2018-01-13,-7.8,-4.3,-0.5,0.0,1.0,-7.1,80.9,1025.0
2205,131,2018-01-14,-9.3,-2.1,4.6,0.0,0.9,-5.7,77.5,1022.1
2206,131,2018-01-15,0.4,4.0,8.8,0.0,0.8,-1.0,70.8,1016.6
2207,131,2018-01-16,-0.1,3.2,6.4,1.7,0.9,0.2,81.3,1011.2
2208,131,2018-01-17,1.9,3.9,5.6,6.0,1.2,2.3,89.8,1011.1
2209,131,2018-01-18,0.9,3.5,6.0,0.0,1.1,-1.2,72.5,1016.1
2210,131,2018-01-19,-2.0,1.1,5.8,0.0,1.1,-8.3,52.8,1016.9
2211,131,2018-01-20,-3.8,1.7,7.3,0.0,0.9,-4.5,64.5,1016.1
2212,131,2018-01-21,-3.4,0.6,5.4,0.0,0.7,-5.8,67.8,1016.1
2213,131,2018-01-22,-1.6,2.6,8.1,1.8,1.6,-4.9,59.5,1008.7
2214,131,2018-01-23,-10.8,-8.1,-1.6,0.0,3.0,-16.6,51.1,1016.5
2215,131,2018-01-24,-14.0,-11.9,-8.3,0.0,2.9,-24.3,35.4,1021.6
2216,131,2018-01-25,-14.9,-12.0,-7.9,0.0,2.3,-22.3,42.3,1022.2
2217,131,2018-01-26,-15.0,-12.6,-9.2,0.0,2.5,-20.9,50.0,1022.0
2218,131,2018-01-27,-15.8,-9.0,-2.4,0.0,1.1,-19.6,44.9,1021.2
2219,131,2018-01-28,-6.6,-4.3,0.3,0.0,1.9,-15.5,41.9,1015.4
2220,131,2018-01-29,-8.5,-6.8,-4.0,0.0,2.2,-16.7,46.6,1016.7
2221,131,2018-01-30,-10.2,-4.1,1.7,0.0,1.4,-11.9,56.5,1019.0
2222,131,2018-01-31,-3.6,-0.6,2.9,0.0,1.5,-12.5,44.5,1020.2
2223,131,2018-02-01,-6.7,-2.0,2.9,0.0,1.3,-14.2,41.1,1021.5
2224,131,2018-02-02,-7.9,-2.3,3.8,0.0,1.1,-12.4,48.1,1021.0
2225,131,2018-02-03,-8.6,-5.4,-2.3,0.0,2.8,-13.5,53.6,1020.9
2226,131,2018-02-04,-10.3,-7.9,-4.9,0.0,2.3,-17.4,46.8,1021.0
2227,131,2018-02-05,-11.1,-8.0,-4.5,0.0,2.2,-18.3,43.9,1019.1
2228,131,2018-02-06,-11.6,-8.7,-5.1,0.0,2.3,-17.6,49.4,1018.1
2229,131,2018-02-07,-13.9,-7.6,-2.1,0.0,1.4,-17.5,46.9,1019.2
2230,131,2018-02-08,-10.8,-3.8,3.3,0.0,1.0,-14.6,45.5,1017.6
2231,131,2018-02-09,-6.1,0.9,7.7,0.0,1.1,-8.9,48.9,1015.3
2232,131,2018-02-10,-5.5,-0.1,5.3,0.0,2.1,-10.6,48.5,1014.7
2233,131,2018-02-11,-7.7,-5.1,-0.8,1.6,1.9,-9.9,71.9,1015.2
2234,131,2018-02-12,-10.2,-5.9,-3.0,0.0,1.5,-10.1,72.4,1015.3
2235,131,2018-02-13,-7.1,-1.3,3.7,0.2,1.7,-7.2,66.4,1015.8
2236,131,2018-02-14,-2.2,4.2,10.5,0.0,1.7,-2.9,60.1,1010.8
2237,131,2018-02-15,-2.4,0.2,5.4,0.0,1.5,-12.4,39.4,1014.5
2238,131,2018-02-16,-5.4,0.0,5.8,0.0,1.3,-11.4,45.6,1011.7
2239,131,2018-02-17,-4.4,-1.9,2.0,0.0,2.1,-17.1,31.6,1017.7
2240,131,2018-02-18,-3.4,-0.1,3.7,0.0,0.9,-14.0,35.4,1018.9
2241,131,2018-02-19,-3.5,2.1,8.1,0.0,1.0,-8.0,48.0,1016.5
2242,131,2018-02-20,-2.6,1.8,7.0,0.0,1.4,-8.8,49.6,1016.0
2243,131,2018-02-21,-3.1,-0.1,4.4,0.0,1.7,-15.8,30.5,1016.7
2244,131,2018-02-22,-5.2,1.3,7.5,0.0,1.5,-8.9,47.4,1015.4
2245,131,2018-02-23,-0.2,5.2,10.0,0.1,1.9,-0.7,67.0,1014.6
2246,131,2018-02-24,1.1,5.4,10.9,0.0,1.8,-8.3,43.5,1019.8
2247,131,2018-02-25,-0.6,3.3,9.5,0.0,1.5,-12.1,33.1,1017.7
2248,131,2018-02-26,-4.0,3.7,11.4,0.0,0.9,-10.3,38.1,1017.5
2249,131,2018-02-27,-1.6,6.1,13.5,0.0,1.3,-7.3,41.4,1015.8
2250,131,2018-02-28,1.6,5.3,9.3,28.7,2.9,-0.1,70.3,1001.6
2251,131,2018-03-01,-2.7,1.1,5.3,1.2,2.9,-5.7,62.9,1005.2
2252,131,2018-03-02,-5.2,0.7,6.9,0.0,1.3,-11.9,40.5,1010.9
2253,131,2018-03-03,-1.7,8.1,17.8,0.0,0.9,-3.8,45.9,1007.2
2254,131,2018-03-04,8.4,13.5,21.5,21.7,1.3,6.3,63.4,1005.2
2255,131,2018-03-05,2.0,5.6,11.4,8.8,3.7,0.7,71.6,1009.8
2256,131,2018-03-06,-0.4,5.3,11.4,0.0,1.6,-4.1,54.1,1021.9
2257,131,2018-03-07,2.4,5.7,9.6,5.2,3.0,-1.5,61.1,1020.2
2258,131,2018-03-08,0.2,2.7,6.8,8.9,2.0,0.3,84.6,1012.3
2259,131,2018-03-09,1.7,3.8,7.7,0.0,1.3,-1.3,70.0,1016.5
2260,131,2018-03-10,-1.0,4.3,11.2,0.0,1.4,-2.6,63.9,1017.1
2261,131,2018-03-11,3.1,7.4,14.2,0.0,1.5,-2.5,52.5,1018.2
2262,131,2018-03-12,0.3,8.9,17.4,0.0,1.2,-2.9,47.9,1015.3
2263,131,2018-03-13,3.0,12.4,20.7,0.0,1.5,3.8,57.4,1012.2
2264,131,2018-03-14,8.0,15.9,23.4,0.0,1.4,6.9,58.9,1012.2
2265,131,2018-03-15,9.1,12.8,15.3,8.5,1.1,11.3,91.6,1006.8
2266,131,2018-03-16,3.6,5.7,9.1,0.0,3.3,-0.7,64.5,1017.1
2267,131,2018-03-17,-0.4,6.9,14.5,0.0,1.3,-3.4,49.3,1020.0
2268,131,2018-03-18,3.6,7.5,11.5,5.2,0.8,2.1,70.0,1014.0
2269,131,2018-03-19,5.4,7.6,9.7,19.4,3.0,5.3,86.3,1008.7
2270,131,2018-03-20,2.9,5.9,10.2,0.0,4.4,-5.8,43.1,1015.3
2271,131,2018-03-21,-0.6,1.4,3.9,2.4,3.0,-1.8,80.3,1009.7
2272,131,2018-03-22,0.3,5.3,11.9,0.4,1.6,-2.2,63.3,1008.0
2273,131,2018-03-23,0.0,6.2,13.9,0.0,1.4,-2.4,58.3,1012.6
2274,131,2018-03-24,2.5,8.7,16.1,0.0,1.5,1.1,61.6,1015.3
2275,131,2018-03-25,3.6,10.4,19.5,0.0,1.2,2.9,65.8,1017.4
2276,131,2018-03-26,3.7,11.9,19.9,0.0,1.2,4.8,65.9,1014.7
2277,131,2018-03-27,6.6,14.2,21.9,0.0,1.6,5.6,59.9,1011.1
2278,131,2018-03-28,9.0,15.3,22.1,0.0,1.8,5.8,56.5,1010.2
2279,131,2018-03-29,10.5,15.9,21.4,0.0,1.1,8.9,64.9,1012.8
2280,131,2018-03-30,11.2,15.4,21.4,0.0,1.8,3.0,45.3,1016.4
2281,131,2018-03-31,9.8,16.1,23.5,0.0,1.3,4.7,49.4,1013.1
2282,131,2018-04-01,10.2,16.0,20.7,0.0,1.2,8.8,63.4,1009.9
2283,131,2018-04-02,11.8,18.6,25.6,0.0,1.4,10.2,62.1,1008.9
2284,131,2018-04-03,14.0,19.3,26.1,0.0,1.4,11.1,61.3,1009.9
2285,131,2018-04-04,9.7,12.7,18.1,14.1,2.4,9.1,79.1,1010.8
2286,131,2018-04-05,7.1,8.5,9.7,10.0,2.2,5.5,82.0,1009.1
2287,131,2018-04-06,3.2,7.3,12.1,16.3,2.5,1.6,69.8,1005.1
2288,131,2018-04-07,2.9,5.2,9.4,0.0,3.5,-8.3,38.9,1007.9
2289,131,2018-04-08,1.0,8.1,13.3,0.0,2.7,-2.7,50.0,1008.1
2290,131,2018-04-09,5.6,11.6,17.7,0.0,1.4,0.0,48.5,1010.3
2291,131,2018-04-10,6.6,16.5,24.2,12.4,2.5,4.3,49.0,1004.3
