지점,일시,최저기온(°C),평균기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa)
131,2010-08-21,25.9,29.8,34.6,0.0,1.2,24.2,74.0,1009.5
131,2010-08-22,25.5,30.0,34.9,0.0,1.5,23.7,71.4,1007.3
131,2010-08-23,26.8,28.2,30.8,0.4,1.6,24.8,82.1,1006.2
131,2010-08-24,24.4,25.9,29.9,22.5,1.5,24.1,90.3,1006.5
131,2010-08-25,23.9,26.0,29.0,0.1,1.3,23.4,85.9,1006.0
131,2010-08-26,23.8,25.7,28.4,15.0,1.2,23.5,87.8,1006.6
131,2010-08-27,23.2,28.2,31.3,0.0,1.5,22.8,74.0,1007.3
131,2010-08-28,25.4,27.5,30.9,8.5,2.7,23.1,77.8,1004.3
131,2010-08-29,23.1,26.1,30.1,45.0,1.0,24.1,89.3,1003.0
131,2010-08-30,24.7,26.2,29.4,0.5,0.8,23.6,86.0,1003.5
131,2010-08-31,24.0,25.0,29.7,27.5,0.9,23.8,93.6,1005.5
131,2010-09-01,23.4,28.3,33.5,8.0,1.9,23.2,76.5,1006.3
131,2010-09-02,25.0,27.2,30.9,14.0,3.2,23.6,81.4,1005.2
131,2010-09-03,24.4,28.3,34.0,1.0,1.1,24.3,80.4,1007.7
131,2010-09-04,24.6,28.7,33.6,0.0,1.1,23.2,74.6,1007.3
131,2010-09-05,22.9,26.9,34.3,57.0,1.2,23.2,82.8,1006.0
131,2010-09-06,23.1,24.6,26.8,0.5,1.8,22.9,90.8,1002.1
131,2010-09-07,23.4,25.5,29.1,0.1,2.0,20.3,74.3,1000.9
131,2010-09-08,21.1,23.2,25.4,0.0,1.5,16.5,66.6,1007.8
131,2010-09-09,21.0,24.0,26.2,0.5,1.1,20.9,83.3,1007.0
131,2010-09-10,24.3,26.9,31.3,2.0,1.9,22.8,79.4,1003.4
131,2010-09-11,23.0,24.7,26.9,119.5,1.2,23.4,93.1,1001.7
131,2010-09-12,21.6,24.4,28.3,32.0,1.4,22.0,87.3,1001.3
131,2010-09-13,21.1,24.4,29.3,0.0,1.3,19.9,77.9,1005.2
131,2010-09-14,21.4,24.4,28.9,0.0,1.2,19.9,77.8,1008.1
131,2010-09-15,18.9,24.2,30.5,0.0,1.4,17.0,68.8,1007.1
131,2010-09-16,18.6,24.2,30.4,0.0,1.1,17.1,67.8,1006.0
131,2010-09-17,18.8,24.4,30.4,0.0,1.1,16.7,66.3,1006.2
131,2010-09-18,18.6,24.9,31.1,0.0,1.1,17.1,64.9,1005.8
131,2010-09-19,19.8,21.8,24.8,4.0,0.9,19.8,89.0,1005.7
131,2010-09-20,20.1,22.1,23.0,23.5,0.8,21.1,94.3,1006.0
131,2010-09-21,21.5,25.8,30.8,5.0,2.0,23.1,86.0,1004.1
131,2010-09-22,16.5,18.2,23.0,10.0,1.3,17.2,94.0,1005.9
131,2010-09-23,15.0,18.6,23.6,0.0,1.7,12.7,71.1,1009.0
131,2010-09-24,13.1,18.7,24.6,0.0,1.3,11.1,64.8,1010.8
131,2010-09-25,13.6,18.5,24.0,0.0,1.4,11.5,66.8,1011.5
131,2010-09-26,14.1,18.2,23.3,0.0,1.2,12.5,71.3,1012.4
131,2010-09-27,12.0,18.3,25.1,0.0,0.9,12.9,74.3,1008.9
131,2010-09-28,11.9,16.9,20.7,1.5,1.9,7.4,57.9,1011.1
131,2010-09-29,9.6,14.2,19.8,0.0,1.0,8.0,68.6,1013.9
131,2010-09-30,7.5,14.1,21.2,0.0,1.0,8.7,73.1,1014.0
131,2010-10-01,9.1,15.2,22.0,0.0,1.0,10.3,74.9,1014.9
131,2010-10-02,11.8,17.0,21.8,10.0,1.2,14.8,87.5,1009.4
131,2010-10-03,15.5,19.5,24.6,2.5,1.9,14.3,75.5,1003.0
131,2010-10-04,13.5,15.4,18.1,4.5,1.6,12.7,84.6,1003.3
131,2010-10-05,12.3,15.5,19.2,0.0,1.0,11.2,77.4,1008.0
131,2010-10-06,10.0,15.1,22.4,0.0,0.8,11.1,80.3,1012.7
131,2010-10-07,10.5,17.0,25.4,0.0,1.0,12.5,78.1,1013.7
131,2010-10-08,15.0,19.0,23.0,0.0,1.1,14.2,75.1,1010.3
131,2010-10-09,16.2,19.6,24.9,0.0,1.3,14.8,76.0,1005.1
131,2010-10-10,15.9,19.3,24.8,0.0,1.2,13.8,73.1,1007.8
131,2010-10-11,12.9,17.1,21.4,0.0,1.0,14.9,87.6,1009.3
131,2010-10-12,13.4,16.8,20.1,0.0,1.1,14.7,88.1,1009.9
131,2010-10-13,13.5,16.0,19.8,0.0,0.9,12.5,80.6,1008.1
131,2010-10-14,12.0,15.9,21.0,0.0,1.1,10.8,73.6,1007.4
131,2010-10-15,11.2,14.3,18.9,0.0,1.6,3.1,49.9,1010.1
131,2010-10-16,10.6,15.5,22.4,0.1,1.4,10.2,71.8,1012.6
131,2010-10-17,9.8,15.7,22.5,0.0,0.9,9.9,71.5,1016.5
131,2010-10-18,9.1,14.8,21.7,0.0,1.0,8.2,68.3,1018.5
131,2010-10-19,9.9,16.3,23.8,0.0,1.0,10.4,70.6,1017.1
131,2010-10-20,10.5,15.7,22.5,0.0,1.0,11.2,76.4,1014.6
131,2010-10-21,10.2,15.8,21.4,0.0,1.3,11.1,75.9,1013.1
131,2010-10-22,11.5,16.9,23.0,0.0,1.6,8.9,61.9,1015.2
131,2010-10-23,10.4,16.3,21.8,0.0,1.4,10.3,69.1,1013.1
131,2010-10-24,14.7,17.0,22.5,0.0,0.9,13.3,79.6,1006.8
131,2010-10-25,6.3,12.2,15.8,0.0,1.9,3.5,59.1,1009.4
131,2010-10-26,1.5,5.0,9.1,0.0,2.4,-10.6,32.5,1021.1
131,2010-10-27,-1.1,6.4,13.4,0.0,1.3,-3.4,51.4,1021.8
131,2010-10-28,1.5,7.3,13.7,0.0,1.1,-1.4,57.1,1018.2
131,2010-10-29,1.6,9.4,17.6,0.0,1.2,0.0,55.9,1019.3
131,2010-10-30,5.8,11.7,18.8,0.0,1.4,3.3,59.1,1019.4
131,2010-10-31,6.6,11.2,18.1,0.0,1.1,3.7,62.4,1016.1
131,2010-11-01,5.6,11.7,17.4,0.0,1.4,3.4,61.3,1012.8
131,2010-11-02,4.6,7.6,11.1,0.0,1.9,-4.8,41.5,1015.4
131,2010-11-03,1.0,7.6,13.8,0.0,1.2,-1.3,54.6,1018.9
131,2010-11-04,2.6,9.8,17.2,0.0,1.0,3.8,68.9,1017.6
131,2010-11-05,6.2,11.0,17.7,0.0,1.0,5.5,73.0,1016.8
131,2010-11-06,7.0,12.2,17.1,0.0,0.7,8.6,80.0,1015.4
131,2010-11-07,8.3,12.1,17.3,0.0,0.9,6.7,72.8,1010.3
131,2010-11-08,3.1,9.0,13.1,1.5,2.4,2.2,65.0,1007.2
131,2010-11-09,3.6,6.1,10.0,0.2,2.4,-4.0,48.4,1011.3
131,2010-11-10,0.2,5.4,11.7,0.0,1.0,-3.6,53.6,1014.7
131,2010-11-11,0.9,9.3,18.1,8.5,1.5,2.4,65.0,1008.7
131,2010-11-12,5.9,10.7,15.8,0.0,1.7,0.1,49.5,1014.5
131,2010-11-13,2.7,10.6,19.3,0.0,0.9,2.1,60.4,1018.8
131,2010-11-14,6.0,8.8,12.1,0.0,1.6,-3.5,45.0,1021.4
131,2010-11-15,0.0,3.3,7.9,0.0,1.6,-9.1,41.0,1023.2
131,2010-11-16,-3.0,3.2,9.9,0.0,0.8,-4.4,59.8,1019.1
131,2010-11-17,-0.4,5.6,12.2,0.0,0.7,0.2,70.0,1018.5
131,2010-11-18,-0.6,4.6,11.7,0.0,0.8,-0.8,71.9,1018.6
131,2010-11-19,-0.7,4.3,10.4,0.0,0.6,-0.5,72.6,1013.8
131,2010-11-20,-0.4,6.7,15.3,0.0,0.7,0.5,67.8,1011.6
131,2010-11-21,2.3,9.6,17.1,0.0,0.7,4.8,73.9,1007.6
131,2010-11-22,3.0,8.3,11.5,0.0,1.7,-1.0,55.4,1007.9
131,2010-11-23,-1.7,5.8,13.1,0.0,0.8,-2.7,56.3,1014.4
131,2010-11-24,2.1,7.3,14.2,0.0,1.0,1.2,67.0,1014.6
131,2010-11-25,1.5,5.0,9.1,0.0,1.6,-3.6,56.3,1014.5
131,2010-11-26,-0.6,2.3,6.5,0.0,1.4,-11.6,37.5,1015.0
131,2010-11-27,-2.8,2.7,10.9,3.0,1.7,-4.7,58.9,1010.9
131,2010-11-28,-3.8,0.4,3.4,0.0,1.6,-11.4,41.5,1018.2
131,2010-11-29,-0.5,3.2,8.4,2.5,0.7,0.9,86.1,1016.6
131,2010-11-30,0.9,7.2,13.7,0.0,0.7,4.5,83.8,1012.5
131,2010-12-01,6.0,8.6,14.8,0.0,0.9,5.9,84.4,1013.0
131,2010-12-02,4.8,8.5,11.7,0.5,0.7,5.2,80.9,1007.9
131,2010-12-03,-0.1,3.2,9.9,1.5,2.8,-6.1,51.8,1011.7
131,2010-12-04,-2.3,3.3,9.4,0.0,1.0,-2.8,65.4,1014.7
131,2010-12-05,1.5,8.5,14.5,0.0,0.9,3.2,70.4,1010.9
131,2010-12-06,-0.8,5.3,10.5,0.0,1.7,-1.5,61.9,1010.4
131,2010-12-07,-3.5,-0.6,3.9,0.0,1.0,-10.7,47.9,1011.1
131,2010-12-08,-4.2,-0.6,4.3,2.4,1.1,-4.1,77.6,1004.5
131,2010-12-09,-3.0,-0.2,3.4,0.0,1.4,-9.4,52.0,1010.8
131,2010-12-10,-5.4,4.1,10.4,1.5,1.5,-3.5,61.3,1005.0
131,2010-12-11,-4.3,0.0,9.3,0.0,2.1,-10.0,48.8,1013.8
131,2010-12-12,-8.1,-1.8,3.8,0.0,0.7,-11.1,50.9,1018.0
131,2010-12-13,0.7,2.4,3.9,5.0,1.3,-1.1,79.3,1010.4
131,2010-12-14,-6.5,-1.0,2.8,0.0,1.8,-6.6,66.9,1015.3
131,2010-12-15,-10.0,-7.9,-5.1,0.0,2.1,-18.1,45.3,1017.9
131,2010-12-16,-11.0,-6.2,-2.0,0.0,1.1,-15.6,47.4,1012.5
131,2010-12-17,-4.2,0.1,5.0,1.0,1.0,-3.9,75.0,1008.0
131,2010-12-18,-4.7,0.9,7.2,0.0,0.6,-3.9,71.8,1015.0
131,2010-12-19,-1.7,4.5,9.6,0.0,0.7,0.3,74.9,1011.5
131,2010-12-20,1.0,4.6,9.3,0.0,0.8,-0.2,73.4,1012.1
131,2010-12-21,-1.5,3.6,9.8,0.0,0.8,-1.8,69.8,1006.5
131,2010-12-22,-1.8,2.7,8.6,0.0,0.6,-1.5,75.6,1008.9
131,2010-12-23,-5.3,1.0,5.8,0.0,1.6,-7.4,58.3,1015.7
131,2010-12-24,-10.9,-8.8,-5.3,0.0,2.3,-17.7,49.6,1020.0
131,2010-12-25,-12.4,-8.9,-5.1,0.6,1.7,-15.9,59.1,1014.3
131,2010-12-26,-11.5,-8.0,-3.8,0.8,0.8,-11.6,75.9,1006.4
131,2010-12-27,-10.1,-3.3,3.0,0.1,0.7,-5.8,83.0,1006.2
131,2010-12-28,-3.5,-0.1,2.7,6.1,1.3,-1.8,88.5,1003.6
131,2010-12-29,-6.4,-3.2,0.1,0.6,1.0,-7.5,72.6,1011.7
131,2010-12-30,-6.9,-3.5,-0.7,3.7,1.7,-7.5,74.1,1004.2
131,2010-12-31,-9.1,-7.1,-4.1,0.0,1.3,-13.7,60.4,1007.7
131,2011-01-01,-11.8,-6.6,-1.1,0.0,0.7,-11.8,67.8,1015.6
131,2011-01-02,-10.8,-5.3,1.6,0.0,0.7,-9.5,74.4,1020.2
131,2011-01-03,-10.4,-4.5,0.1,0.0,0.8,-8.7,74.0,1016.1
131,2011-01-04,-6.9,-2.5,0.4,0.0,0.8,-5.5,80.4,1015.1
131,2011-01-05,-4.5,-1.2,2.2,0.3,1.7,-6.1,70.9,1014.4
131,2011-01-06,-7.4,-5.3,-2.3,0.0,1.5,-11.6,62.4,1019.0
131,2011-01-07,-12.3,-6.6,-1.1,0.0,0.9,-13.4,61.4,1021.7
131,2011-01-08,-10.8,-3.8,2.9,0.0,0.8,-7.0,79.0,1018.4
131,2011-01-09,-8.4,-4.1,-0.6,0.0,1.9,-12.2,54.5,1018.4
131,2011-01-10,-13.3,-7.6,-2.9,0.0,0.9,-16.5,51.4,1019.4
131,2011-01-11,-9.4,-4.3,0.4,1.2,1.0,-9.5,67.1,1011.3
131,2011-01-12,-8.6,-6.2,-2.8,0.0,1.7,-15.5,48.6,1016.0
131,2011-01-13,-12.9,-6.5,0.1,0.0,0.7,-14.3,57.9,1019.8
131,2011-01-14,-9.9,-3.7,2.1,0.1,1.0,-10.2,62.9,1019.2
131,2011-01-15,-14.3,-9.7,-3.2,0.0,2.5,-18.2,52.1,1019.7
131,2011-01-16,-15.5,-12.1,-7.5,0.0,1.5,-18.2,60.4,1020.7
131,2011-01-17,-15.4,-8.9,-2.7,0.0,1.0,-15.3,61.9,1023.9
131,2011-01-18,-11.9,-6.1,-0.2,0.0,1.0,-13.6,58.9,1022.1
131,2011-01-19,-8.3,-5.0,-0.7,0.0,1.2,-13.3,54.5,1020.8
131,2011-01-20,-8.6,-6.2,-2.9,0.0,1.2,-13.9,56.3,1019.5
131,2011-01-21,-9.8,-6.0,-1.3,0.0,1.0,-13.8,56.8,1019.1
131,2011-01-22,-8.3,-3.8,1.8,0.0,1.1,-12.2,53.9,1020.2
131,2011-01-23,-7.9,-3.2,2.8,2.9,1.1,-8.0,70.9,1018.1
131,2011-01-24,-8.8,-6.4,-3.3,0.0,1.6,-10.7,72.1,1020.2
131,2011-01-25,-12.6,-7.4,-2.5,0.0,0.9,-11.4,74.5,1024.3
131,2011-01-26,-11.7,-7.6,-2.4,0.0,1.1,-13.3,66.1,1028.0
131,2011-01-27,-11.0,-7.0,-2.4,0.0,1.3,-16.5,48.4,1030.2
131,2011-01-28,-8.5,-5.7,-1.8,0.0,1.2,-16.4,43.9,1025.6
131,2011-01-29,-10.4,-7.0,-3.5,0.0,1.6,-15.0,55.4,1022.0
131,2011-01-30,-11.5,-7.9,-3.5,0.0,1.7,-16.7,50.6,1022.2
131,2011-01-31,-12.0,-5.0,0.8,0.0,1.0,-13.0,54.5,1021.1
131,2011-02-01,-8.8,-1.3,6.0,0.0,0.6,-7.0,67.4,1017.9
131,2011-02-02,-3.3,1.2,8.3,0.0,0.5,-5.9,63.0,1016.3
131,2011-02-03,-5.2,0.7,7.4,0.0,0.7,-4.2,71.3,1015.1
131,2011-02-04,-3.0,1.7,7.6,0.0,0.7,-2.6,75.0,1013.4
131,2011-02-05,-2.6,0.9,6.0,0.0,0.7,-4.9,68.3,1014.5
131,2011-02-06,-2.8,1.6,5.2,0.0,0.6,-4.1,67.3,1010.2
131,2011-02-07,-0.8,1.4,4.8,0.0,1.1,-3.2,73.0,1010.5
131,2011-02-08,-0.6,2.7,7.2,0.0,1.0,-3.2,65.4,1003.8
131,2011-02-09,-2.6,0.1,3.3,0.0,1.9,-8.2,54.3,1011.1
131,2011-02-10,-4.9,-1.7,2.4,0.0,0.8,-10.5,52.1,1013.6
131,2011-02-11,-5.5,-1.6,4.0,0.0,1.3,-10.3,52.8,1012.5
131,2011-02-12,-6.4,-4.2,-0.6,0.0,1.9,-13.6,48.6,1016.6
131,2011-02-13,-9.5,-4.0,1.5,0.0,1.0,-12.8,53.8,1018.2
131,2011-02-14,-4.8,-2.7,-0.1,0.0,1.2,-9.2,61.3,1017.7
131,2011-02-15,-5.5,-0.5,5.5,0.0,1.0,-9.5,51.9,1022.7
131,2011-02-16,-6.7,0.3,6.5,0.3,0.7,-7.2,59.8,1018.4
131,2011-02-17,-0.8,0.5,3.0,1.9,1.1,-2.8,79.4,1011.3
131,2011-02-18,-4.5,1.5,7.7,0.0,0.9,-5.1,64.9,1015.9
131,2011-02-19,-3.6,1.8,8.7,0.0,0.9,-8.0,52.8,1017.6
131,2011-02-20,-3.9,4.6,13.9,0.0,1.6,-6.2,48.0,1018.5
131,2011-02-21,0.1,6.3,12.6,0.0,1.2,-5.5,45.1,1019.2
131,2011-02-22,-1.5,5.6,14.0,0.0,0.9,-4.6,50.9,1017.7
131,2011-02-23,-0.9,6.2,14.5,0.0,0.7,-2.7,56.0,1014.4
131,2011-02-24,-0.5,6.7,14.9,0.0,1.2,0.4,66.5,1012.5
131,2011-02-25,-0.1,3.9,8.2,0.0,1.7,-5.7,54.4,1019.3
131,2011-02-26,-2.8,6.3,14.3,0.0,1.4,-4.7,47.1,1020.1
131,2011-02-27,4.8,6.6,8.1,40.0,1.4,4.4,87.5,1010.8
131,2011-02-28,3.0,5.4,8.9,1.0,2.4,2.6,83.4,1009.4
131,2011-03-01,-1.4,1.5,5.7,5.5,1.6,-0.9,84.9,1008.7
131,2011-03-02,-3.5,-0.8,2.6,0.0,2.1,-10.9,48.6,1014.1
131,2011-03-03,-5.4,-1.1,3.0,0.0,1.7,-11.1,47.6,1015.7
131,2011-03-04,-4.0,0.9,6.3,0.0,1.4,-9.6,46.9,1018.0
131,2011-03-05,-3.2,2.2,8.6,0.0,1.0,-6.5,54.8,1016.5
131,2011-03-06,-0.9,4.2,10.5,0.0,1.2,-2.5,63.4,1010.9
131,2011-03-07,-0.1,2.7,6.0,0.0,2.3,-6.9,52.1,1009.3
131,2011-03-08,-2.4,2.7,9.5,0.0,2.0,-8.2,46.8,1012.3
131,2011-03-09,-1.9,1.5,5.8,0.0,2.3,-10.8,41.4,1018.1
131,2011-03-10,-2.7,2.8,9.5,0.0,1.9,-6.5,52.6,1016.7
131,2011-03-11,-0.9,5.6,12.8,0.0,1.6,-8.0,43.5,1015.7
131,2011-03-12,1.0,8.4,16.2,0.0,1.2,-6.6,37.6,1013.8
131,2011-03-13,4.0,10.5,18.2,0.0,1.1,0.6,51.3,1012.5
131,2011-03-14,5.6,8.9,15.5,0.0,1.4,3.9,71.6,1010.9
131,2011-03-15,-1.3,2.8,7.7,0.0,2.9,-8.7,44.4,1011.9
131,2011-03-16,-2.2,1.1,5.3,0.0,2.2,-12.8,36.3,1014.9
131,2011-03-17,-2.8,2.4,8.2,0.0,1.7,-11.7,36.6,1018.6
131,2011-03-18,-3.0,5.6,13.9,0.0,1.1,-9.4,36.5,1016.5
131,2011-03-19,5.5,10.9,16.4,0.0,1.7,-3.9,40.8,1011.6
131,2011-03-20,2.7,5.5,9.5,13.0,1.8,1.8,80.3,1007.2
131,2011-03-21,3.8,8.1,14.0,0.0,1.4,-0.8,58.5,1010.2
131,2011-03-22,-0.1,2.8,7.1,0.0,2.4,-10.8,37.0,1016.3
131,2011-03-23,-2.5,2.9,8.6,0.0,1.7,-11.2,36.6,1017.8
131,2011-03-24,0.0,3.7,11.1,5.0,1.9,-3.9,64.3,1014.8
131,2011-03-25,0.5,2.7,6.0,0.0,2.4,-6.8,51.8,1017.9
131,2011-03-26,-1.5,3.7,9.7,0.0,1.6,-8.3,44.0,1020.8
131,2011-03-27,-1.4,6.1,11.9,0.0,1.5,-8.2,37.5,1018.6
131,2011-03-28,3.6,7.1,11.6,0.0,1.8,-3.4,49.0,1017.4
131,2011-03-29,-0.7,5.3,10.9,0.0,1.4,-4.0,53.3,1017.8
131,2011-03-30,1.2,8.0,17.1,0.0,1.9,-1.2,56.5,1015.7
131,2011-03-31,4.1,10.8,19.6,0.0,1.4,0.4,54.9,1015.7
131,2011-04-01,2.9,10.2,20.6,0.0,1.3,-4.1,41.4,1014.6
131,2011-04-02,4.4,9.2,13.6,0.5,1.2,-1.5,49.5,1013.2
131,2011-04-03,6.3,9.7,14.5,0.2,1.9,1.9,60.5,1013.9
131,2011-04-04,5.2,10.9,17.9,0.0,1.5,-3.5,38.6,1017.6
131,2011-04-05,2.9,10.8,20.3,0.0,1.2,-7.1,31.0,1019.3
131,2011-04-06,2.7,11.3,20.3,0.0,1.2,-4.2,35.8,1016.7
131,2011-04-07,8.3,11.3,14.7,20.0,1.2,10.2,93.8,1010.8
131,2011-04-08,8.2,12.0,18.5,0.5,1.5,2.6,58.8,1012.1
131,2011-04-09,5.0,12.0,19.6,0.0,1.5,-1.3,42.6,1014.0
131,2011-04-10,6.7,13.0,20.0,0.5,1.8,-0.2,45.4,1010.1
131,2011-04-11,7.1,10.6,15.1,0.5,2.2,-4.5,41.3,1010.4
131,2011-04-12,2.8,11.0,20.0,0.0,1.7,-6.4,32.4,1012.5
131,2011-04-13,3.4,12.4,21.3,0.0,1.5,-3.9,34.3,1011.1
131,2011-04-14,4.5,13.2,21.7,0.0,1.3,-2.6,38.5,1005.3
131,2011-04-15,11.3,16.5,24.9,0.0,1.9,9.0,63.9,999.7
131,2011-04-16,7.2,12.9,20.6,0.0,1.5,-1.6,38.5,1007.0
131,2011-04-17,6.6,13.6,22.4,0.0,1.8,1.6,48.0,1003.9
131,2011-04-18,5.8,8.3,11.6,0.5,2.2,2.2,66.3,999.5
131,2011-04-19,5.7,10.8,17.2,0.0,2.2,-0.9,46.5,1006.8
131,2011-04-20,6.1,12.6,20.5,0.0,1.9,0.8,49.9,1012.3
131,2011-04-21,6.6,13.7,20.3,0.0,1.2,-1.9,37.4,1010.3
131,2011-04-22,8.6,10.5,14.6,24.5,1.3,9.0,90.5,1001.8
131,2011-04-23,6.3,10.6,16.5,0.0,2.4,0.5,53.9,1002.8
131,2011-04-24,5.0,10.2,16.4,0.4,2.4,1.2,56.0,1003.1
131,2011-04-25,6.3,12.6,19.9,1.0,2.2,3.1,57.0,1003.9
131,2011-04-26,9.5,11.1,13.3,1.5,2.0,8.7,85.5,996.2
131,2011-04-27,7.4,12.6,17.6,0.1,1.9,6.8,69.9,995.2
131,2011-04-28,6.9,11.1,16.4,0.0,2.0,0.9,53.1,1002.1
131,2011-04-29,6.0,14.9,21.3,0.5,1.7,1.0,42.8,1004.7
131,2011-04-30,13.8,17.5,21.3,60.5,2.3,15.0,86.0,996.5
131,2011-05-01,11.6,15.2,18.6,8.5,2.1,8.0,65.3,999.9
131,2011-05-02,9.6,15.9,23.5,0.0,1.3,6.2,56.3,1006.7
131,2011-05-03,12.8,17.1,24.2,0.0,1.7,4.2,46.1,1005.7
131,2011-05-04,9.2,17.0,23.9,0.0,1.4,3.5,44.5,1008.1
131,2011-05-05,12.7,19.2,25.5,0.0,2.0,4.3,39.0,1008.1
131,2011-05-06,13.5,18.4,23.6,0.0,1.8,8.3,53.1,1003.3
131,2011-05-07,15.4,18.8,25.9,1.0,1.8,13.7,76.3,1001.7
131,2011-05-08,13.4,20.5,26.5,0.0,1.0,9.1,54.3,1006.2
131,2011-05-09,17.1,22.5,28.5,5.0,2.1,17.9,76.8,1001.1
131,2011-05-10,17.0,19.6,22.1,56.0,1.3,18.8,95.6,998.2
131,2011-05-11,15.7,17.1,20.0,32.5,1.9,14.2,84.1,996.9
131,2011-05-12,12.1,16.0,20.3,1.0,1.3,10.1,73.1,996.7
131,2011-05-13,10.6,16.6,23.5,0.0,2.4,4.5,46.9,998.7
131,2011-05-14,12.6,18.7,25.0,0.0,2.0,1.4,35.1,1003.8
131,2011-05-15,13.3,20.1,27.5,0.0,2.2,5.1,39.5,1006.2
131,2011-05-16,13.6,18.6,24.1,0.0,1.8,4.3,45.1,1006.7
131,2011-05-17,10.4,18.2,25.3,0.0,1.3,4.1,42.5,1005.3
131,2011-05-18,12.6,21.1,28.4,0.0,1.8,9.3,50.3,1005.4
131,2011-05-19,17.9,23.1,29.0,0.0,2.2,11.4,49.3,1005.6
131,2011-05-20,19.7,21.6,24.5,2.0,1.5,17.3,77.5,1004.6
131,2011-05-21,14.1,16.0,20.3,5.5,1.6,14.3,90.4,1005.0
131,2011-05-22,13.8,18.4,23.9,0.0,1.5,10.0,62.4,1007.9
131,2011-05-23,16.0,19.1,24.4,0.0,1.4,10.3,59.0,1008.3
131,2011-05-24,12.3,21.0,29.0,0.0,1.0,9.6,52.8,1009.0
131,2011-05-25,17.1,22.5,29.4,0.0,1.3,10.4,49.4,1008.2
131,2011-05-26,17.0,18.8,22.5,4.5,2.8,10.0,57.6,1008.3
131,2011-05-27,16.4,19.0,21.7,0.0,1.7,12.2,65.5,1006.3
131,2011-05-28,14.1,21.3,27.9,0.0,1.5,12.9,62.8,1005.9
131,2011-05-29,16.7,23.1,29.8,0.0,1.8,11.2,50.9,1003.6
131,2011-05-30,17.6,23.1,29.2,0.0,1.3,11.4,49.3,1003.8
131,2011-05-31,18.4,20.7,23.8,0.2,2.1,13.6,64.3,1001.6
131,2011-06-01,15.7,18.8,23.0,30.5,1.5,16.0,84.8,1002.3
131,2011-06-02,17.0,21.2,26.5,0.0,1.3,14.7,69.6,1005.0
131,2011-06-03,14.4,21.0,27.7,0.0,1.7,12.7,64.8,1003.2
131,2011-06-04,18.5,21.4,26.2,0.0,2.0,15.7,71.3,1002.4
131,2011-06-05,18.0,22.6,29.6,0.0,1.6,12.5,56.8,1001.7
131,2011-06-06,15.8,22.5,28.8,0.0,1.1,11.7,52.4,1000.7
131,2011-06-07,16.3,23.2,30.0,0.0,1.2,11.5,52.3,996.8
131,2011-06-08,18.0,23.4,30.1,0.0,1.7,12.9,54.0,997.7
131,2011-06-09,19.0,21.8,26.1,0.0,1.5,16.6,73.0,998.8
131,2011-06-10,18.6,22.8,26.3,0.0,1.2,17.7,74.4,997.6
131,2011-06-11,19.3,25.4,32.2,0.0,1.3,14.6,55.9,997.4
131,2011-06-12,18.9,25.1,32.1,0.0,1.3,13.4,50.1,997.7
131,2011-06-13,19.4,22.7,27.5,0.0,1.6,14.4,61.0,999.2
131,2011-06-14,17.1,23.4,30.6,0.0,1.3,14.1,60.8,1002.0
131,2011-06-15,19.5,25.5,31.9,0.0,1.8,13.4,50.4,1001.7
131,2011-06-16,20.2,26.2,32.1,0.0,2.4,12.3,44.3,1001.0
131,2011-06-17,19.6,24.6,31.0,0.2,1.6,13.0,50.4,1002.2
131,2011-06-18,19.7,24.2,29.7,0.0,1.5,15.4,59.8,1000.4
131,2011-06-19,20.0,26.7,32.9,0.0,1.4,13.8,48.1,1000.5
131,2011-06-20,20.7,26.2,32.5,0.0,1.6,16.3,56.4,1000.9
131,2011-06-21,20.0,25.9,32.3,0.0,1.6,17.0,60.4,1003.2
131,2011-06-22,21.7,24.5,29.7,30.0,1.5,21.9,86.5,999.1
131,2011-06-23,23.4,25.2,28.3,17.0,2.0,23.6,91.5,993.8
131,2011-06-24,19.6,21.8,24.3,141.0,1.5,21.1,96.4,997.5
131,2011-06-25,18.9,20.3,21.9,54.0,1.7,19.0,92.6,1003.4
131,2011-06-26,19.3,23.6,28.8,8.5,3.6,19.0,76.3,993.7
131,2011-06-27,20.2,22.6,25.9,1.0,2.6,18.4,77.8,998.0
131,2011-06-28,18.4,25.1,32.4,4.0,1.2,19.1,73.5,1003.5
131,2011-06-29,22.3,25.7,32.1,65.0,1.9,22.6,85.0,1003.7
131,2011-06-30,22.4,26.1,29.4,9.5,1.3,22.9,83.1,1002.7
131,2011-07-01,23.2,25.9,30.5,3.5,1.4,23.0,85.0,999.1
131,2011-07-02,24.4,27.7,32.6,1.5,1.2,23.9,81.0,996.2
131,2011-07-03,23.0,25.1,26.7,45.0,1.6,24.0,94.0,991.5
131,2011-07-04,22.3,25.0,30.4,1.0,1.9,19.3,73.4,994.7
131,2011-07-05,19.7,24.9,30.9,0.0,1.4,18.8,71.3,997.3
131,2011-07-06,20.6,25.2,29.8,0.4,1.3,19.6,72.6,993.8
131,2011-07-07,22.5,24.5,26.7,30.0,1.5,22.3,87.8,992.7
131,2011-07-08,22.9,23.9,24.9,24.5,1.3,22.8,93.9,998.0
131,2011-07-09,22.6,25.0,27.8,48.0,1.7,22.9,88.9,1001.6
