지점,일시,최저기온(°C),평균기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa)
131,2001-01-26,0.3,2.7,6.3,0.0,2.6,-5.7,54.0,1010.5
131,2001-01-27,-1.2,0.2,1.8,2.8,1.9,-2.1,83.8,1010.0
131,2001-01-28,-5.4,-1.5,2.1,0.5,2.2,-6.2,70.9,1012.6
131,2001-01-29,-7.1,-1.9,3.6,2.8,1.2,-5.5,77.0,1016.0
131,2001-01-30,-6.0,-1.9,3.6,0.0,0.3,-4.8,81.6,1016.0
131,2001-01-31,-5.0,-0.2,5.2,2.2,0.9,-2.8,82.0,1010.3
131,2001-02-01,-6.8,-2.8,2.4,0.0,3.0,-12.5,48.1,1013.5
131,2001-02-02,-10.1,-3.9,1.8,0.0,1.4,-13.0,51.1,1017.4
131,2001-02-03,-3.1,0.5,4.8,0.0,0.4,-2.0,82.8,1019.0
131,2001-02-04,-1.4,1.9,7.7,0.0,0.7,-1.8,77.6,1019.3
131,2001-02-05,-2.9,1.9,7.8,0.0,0.9,-2.8,72.1,1015.7
131,2001-02-06,0.4,3.3,8.5,0.0,1.2,-3.5,61.4,1012.3
131,2001-02-07,-5.1,-0.5,2.9,0.0,2.3,-8.1,57.9,1014.5
131,2001-02-08,-8.4,-3.8,0.8,0.0,1.7,-15.1,42.5,1019.9
131,2001-02-09,-5.9,-1.2,3.5,0.4,1.4,-5.3,73.3,1019.5
131,2001-02-10,-5.2,-0.8,4.7,0.0,1.0,-8.6,58.1,1022.4
131,2001-02-11,-4.2,-1.3,2.9,0.0,1.3,-14.5,39.8,1027.0
131,2001-02-12,-4.9,-2.6,2.3,0.0,1.6,-14.7,39.5,1024.7
131,2001-02-13,-5.6,-3.0,2.6,0.0,1.7,-14.6,41.4,1018.4
131,2001-02-14,-6.9,-2.7,2.1,0.0,1.7,-12.9,48.0,1019.0
131,2001-02-15,-5.3,-0.2,6.1,5.4,2.6,-4.6,72.1,1013.8
131,2001-02-16,-5.6,-3.2,0.4,0.0,2.5,-11.7,52.8,1023.2
131,2001-02-17,-6.3,-1.2,3.8,0.0,0.8,-7.4,63.0,1020.7
131,2001-02-18,-2.1,3.2,10.0,0.0,0.8,-2.8,66.1,1013.8
131,2001-02-19,0.2,4.5,10.8,0.0,1.0,-1.2,67.1,1016.4
131,2001-02-20,-2.9,4.4,13.2,0.0,0.6,-1.1,69.8,1014.7
131,2001-02-21,0.7,4.3,8.7,2.0,0.5,2.0,85.0,1009.9
131,2001-02-22,0.4,4.7,12.4,0.0,0.6,0.3,76.5,1011.8
131,2001-02-23,0.9,2.8,5.0,15.3,2.3,1.2,88.0,1006.6
131,2001-02-24,-1.6,0.8,2.4,6.8,3.0,-1.4,85.1,1010.4
131,2001-02-25,-4.0,-0.2,4.9,0.0,2.1,-9.9,50.1,1022.9
131,2001-02-26,-4.2,1.6,8.6,0.0,0.7,-6.3,60.4,1024.8
131,2001-02-27,-3.2,2.0,7.1,13.7,1.2,-2.0,75.8,1017.2
131,2001-02-28,1.9,3.0,5.3,6.7,2.0,0.6,84.1,1009.5
131,2001-03-01,1.8,4.4,10.2,0.0,1.5,-2.1,67.0,1008.7
131,2001-03-02,-0.3,5.3,11.6,0.0,1.0,1.1,75.4,1015.7
131,2001-03-03,0.4,4.6,12.9,1.7,2.0,0.9,77.8,1007.3
131,2001-03-04,-2.4,-0.5,1.1,0.6,3.9,-7.0,61.4,1003.0
131,2001-03-05,-2.0,3.4,9.0,0.0,2.2,-7.1,48.1,1010.8
131,2001-03-06,-0.2,5.3,11.9,0.0,2.1,-2.4,57.8,1007.4
131,2001-03-07,-2.8,0.2,2.9,0.0,3.4,-9.7,48.3,1013.3
131,2001-03-08,-5.1,-3.0,0.2,0.3,3.2,-10.0,59.1,1012.9
131,2001-03-09,-6.4,0.6,5.8,1.0,2.1,-8.4,53.3,1014.1
131,2001-03-10,-1.4,3.0,6.2,0.0,3.3,-6.8,50.0,1012.8
131,2001-03-11,-5.5,0.9,7.6,0.0,1.4,-9.8,49.0,1015.6
131,2001-03-12,-3.7,2.0,7.5,0.0,2.0,-8.5,47.6,1014.5
131,2001-03-13,-4.0,5.5,14.6,0.0,0.9,-8.2,43.0,1015.5
131,2001-03-14,-0.6,9.2,17.2,0.0,2.2,1.6,60.1,1008.7
131,2001-03-15,1.4,4.7,10.3,0.0,2.7,-5.4,51.1,1013.7
131,2001-03-16,-3.6,5.4,13.2,0.0,0.8,-6.7,45.3,1011.7
131,2001-03-17,4.0,7.3,13.0,0.0,1.4,-2.4,50.8,1004.4
131,2001-03-18,1.1,8.7,16.9,0.0,1.8,-0.1,55.9,1007.6
131,2001-03-19,5.1,10.9,17.7,0.0,2.1,5.0,68.5,1005.0
131,2001-03-20,6.3,12.9,20.8,0.0,1.9,2.4,51.1,999.5
131,2001-03-21,2.3,12.8,22.8,0.0,1.1,-4.3,37.5,1000.9
131,2001-03-22,6.2,11.4,17.5,0.0,2.2,-3.6,36.1,1001.9
131,2001-03-23,2.0,11.4,20.1,0.0,0.7,-7.7,30.6,1008.8
131,2001-03-24,3.7,13.7,22.7,0.0,0.8,-5.5,30.6,1004.9
131,2001-03-25,3.6,10.3,19.4,0.0,1.7,-1.1,45.3,1001.6
131,2001-03-26,0.6,4.0,8.8,0.0,2.9,-11.7,33.5,1007.9
131,2001-03-27,-2.1,2.2,6.3,0.4,1.5,-4.6,62.0,1009.4
131,2001-03-28,0.9,4.0,9.5,3.8,2.0,-3.0,63.3,1007.4
131,2001-03-29,0.2,3.6,8.1,0.0,1.8,-6.5,48.1,1005.9
131,2001-03-30,-0.2,2.8,7.8,3.5,1.1,-2.1,70.0,1007.2
131,2001-03-31,-1.2,4.9,10.6,0.0,2.1,-6.0,49.9,1013.9
131,2001-04-01,0.1,7.2,14.8,0.0,1.9,-2.6,51.1,1013.0
131,2001-04-02,1.4,9.5,15.7,0.0,2.2,2.6,63.1,1006.7
131,2001-04-03,4.1,9.6,15.7,0.0,1.6,-2.1,49.5,1010.3
131,2001-04-04,0.9,10.4,19.9,0.0,1.0,-4.3,39.5,1013.9
131,2001-04-05,2.4,10.6,19.5,0.0,1.2,-1.9,46.9,1013.3
131,2001-04-06,4.5,13.2,20.5,0.0,0.8,2.8,53.4,1012.6
131,2001-04-07,9.7,14.6,20.4,2.7,0.6,8.8,68.9,1010.9
131,2001-04-08,9.5,17.2,23.8,0.0,0.8,7.1,55.5,1007.8
131,2001-04-09,13.2,20.9,28.2,0.0,1.2,6.2,41.8,1008.1
131,2001-04-10,12.5,18.1,26.6,0.0,1.1,6.0,47.9,1009.5
131,2001-04-11,5.5,8.9,13.3,5.4,1.7,3.7,70.6,1005.1
131,2001-04-12,4.1,9.2,15.3,0.0,2.6,-2.8,49.4,1002.9
131,2001-04-13,4.1,12.4,19.2,0.0,1.6,-0.8,45.9,1007.3
131,2001-04-14,6.6,11.0,16.8,1.9,2.6,0.5,51.9,1010.0
131,2001-04-15,8.0,14.3,22.0,0.0,1.7,3.5,50.3,1010.1
131,2001-04-16,7.9,15.9,24.2,0.0,1.0,0.3,40.9,1010.0
131,2001-04-17,5.4,16.3,26.4,0.0,0.4,-4.0,33.8,1008.4
131,2001-04-18,6.4,17.3,27.1,0.0,0.9,0.8,38.8,1005.1
131,2001-04-19,7.3,15.0,25.0,0.0,1.2,5.4,58.4,1004.0
131,2001-04-20,11.5,15.0,20.4,0.0,1.9,4.4,51.8,1007.5
131,2001-04-21,8.2,14.3,22.4,0.0,1.6,-1.2,37.5,1007.1
131,2001-04-22,5.4,14.4,22.3,0.0,0.8,-0.3,39.5,1010.6
131,2001-04-23,7.4,14.9,23.1,0.0,1.7,2.2,44.8,1010.0
131,2001-04-24,9.9,14.2,20.5,0.0,1.3,-1.6,39.4,1008.3
131,2001-04-25,6.3,13.3,20.0,0.0,1.0,-1.4,38.4,1009.5
131,2001-04-26,4.9,14.2,22.2,0.0,1.0,-2.4,35.9,1012.0
131,2001-04-27,5.5,16.1,24.6,0.0,0.6,-1.8,36.3,1011.1
131,2001-04-28,10.2,16.9,21.9,0.0,0.5,2.8,40.5,1009.3
131,2001-04-29,15.6,18.4,20.6,1.0,2.0,9.9,58.3,1005.7
131,2001-04-30,14.4,19.5,25.0,1.7,1.7,6.3,45.9,1005.8
131,2001-05-01,13.2,17.4,23.6,0.4,1.4,3.1,42.4,1006.1
131,2001-05-02,12.2,16.3,21.5,0.0,1.2,7.2,57.3,1005.4
131,2001-05-03,10.5,16.7,22.4,0.0,0.7,6.5,53.4,1010.0
131,2001-05-04,14.4,16.8,21.7,0.0,0.4,10.4,66.5,1012.1
131,2001-05-05,11.6,17.9,24.8,0.0,0.5,9.9,62.8,1009.9
131,2001-05-06,11.8,20.1,26.5,0.0,0.7,11.2,59.3,1007.6
131,2001-05-07,17.4,19.0,20.8,2.0,1.0,16.3,84.0,1001.7
131,2001-05-08,15.8,21.1,29.0,0.0,1.2,13.4,64.8,996.9
131,2001-05-09,13.0,16.4,21.5,0.0,2.1,8.2,60.6,1000.3
131,2001-05-10,10.2,16.7,23.5,0.0,1.8,3.2,46.0,1005.6
131,2001-05-11,10.2,16.3,21.4,0.0,1.6,5.3,50.9,1009.0
131,2001-05-12,10.2,17.8,25.3,0.0,0.9,4.2,44.1,1009.7
131,2001-05-13,8.8,18.5,27.4,0.0,0.7,4.6,44.9,1009.7
131,2001-05-14,12.6,19.9,27.8,0.0,0.7,4.6,41.4,1007.8
131,2001-05-15,12.2,17.8,23.5,0.0,1.5,11.6,67.0,1005.1
131,2001-05-16,12.9,18.8,25.2,0.0,1.7,3.6,42.3,1005.3
131,2001-05-17,13.4,20.8,28.4,0.0,1.4,7.3,46.3,1003.0
131,2001-05-18,16.4,21.8,27.8,0.0,1.8,13.4,59.8,1000.1
131,2001-05-19,18.1,22.9,29.6,0.0,1.3,13.2,57.6,1001.7
131,2001-05-20,18.0,23.0,29.2,0.0,0.9,15.0,63.4,1002.2
131,2001-05-21,19.3,23.3,28.8,0.0,1.1,14.4,59.1,999.6
131,2001-05-22,17.8,18.8,21.9,11.9,2.3,14.4,75.3,998.1
131,2001-05-23,17.9,21.7,27.1,0.0,2.3,12.8,57.4,997.0
131,2001-05-24,15.8,22.2,28.9,0.0,1.2,13.0,57.0,998.9
131,2001-05-25,18.6,23.2,29.0,0.0,0.9,14.0,57.0,1002.0
131,2001-05-26,17.6,20.3,24.5,0.0,0.9,14.8,71.1,1003.3
131,2001-05-27,16.7,21.6,27.1,0.0,1.5,8.9,49.3,1001.7
131,2001-05-28,13.9,21.3,28.9,0.0,1.1,6.0,43.0,1001.8
131,2001-05-29,15.7,23.5,30.6,0.0,0.8,7.4,38.3,1002.7
131,2001-05-30,17.6,20.4,23.2,0.0,1.2,12.5,60.8,1002.3
131,2001-05-31,14.7,19.9,25.1,0.0,1.8,6.4,47.0,1001.2
131,2001-06-01,13.9,20.5,27.8,0.0,1.9,10.1,53.5,1003.8
131,2001-06-02,14.9,22.5,30.2,0.0,0.6,9.2,47.4,1006.6
131,2001-06-03,16.0,23.7,30.7,0.0,0.8,10.9,48.3,1005.1
131,2001-06-04,19.4,22.6,28.2,0.0,1.3,15.0,62.5,1002.4
131,2001-06-05,18.7,20.4,22.2,0.0,1.0,16.3,76.6,998.1
131,2001-06-06,18.0,22.5,29.5,0.0,0.7,14.6,63.4,998.4
131,2001-06-07,17.4,24.7,32.6,0.0,0.6,14.4,57.3,1000.8
131,2001-06-08,19.8,25.4,31.8,0.0,0.6,15.6,56.4,1003.2
131,2001-06-09,19.1,25.1,32.9,0.0,0.9,14.6,55.3,1003.8
131,2001-06-10,18.2,25.2,32.2,0.0,0.7,13.2,48.9,1001.4
131,2001-06-11,20.5,24.1,28.6,0.0,1.2,15.4,58.6,1001.9
131,2001-06-12,20.2,23.0,27.4,0.0,1.0,16.4,66.8,1000.1
131,2001-06-13,18.6,20.4,21.7,0.5,1.0,15.7,74.4,997.7
131,2001-06-14,16.7,21.4,24.8,0.0,1.0,12.6,59.1,999.1
131,2001-06-15,14.8,21.9,29.1,0.0,0.6,9.8,49.9,1001.7
131,2001-06-16,17.3,22.6,27.8,0.0,0.6,13.7,58.1,1004.1
131,2001-06-17,19.2,25.3,30.0,0.0,0.7,14.3,52.1,1001.5
131,2001-06-18,20.4,21.3,25.1,62.9,1.4,19.5,89.3,996.0
131,2001-06-19,20.4,22.4,26.4,38.2,0.9,19.0,80.9,992.2
131,2001-06-20,18.5,23.4,29.3,15.5,1.0,17.5,70.9,999.3
131,2001-06-21,19.4,22.1,25.6,0.0,1.4,16.2,69.1,1001.4
131,2001-06-22,20.0,22.3,25.8,2.3,0.9,17.6,74.3,1002.7
131,2001-06-23,20.1,21.6,23.2,0.0,1.0,17.8,78.8,1005.3
131,2001-06-24,19.4,20.3,21.3,32.6,1.6,18.7,90.5,1002.9
131,2001-06-25,20.0,23.4,28.5,0.2,1.5,18.9,76.3,999.7
131,2001-06-26,20.2,22.6,25.3,0.0,1.2,18.2,76.0,999.0
131,2001-06-27,20.9,22.8,26.1,0.0,1.6,18.8,78.4,999.7
131,2001-06-28,21.0,25.0,29.7,0.0,0.8,19.5,72.6,998.7
131,2001-06-29,21.9,23.8,26.7,41.7,0.8,21.8,87.8,996.3
131,2001-06-30,22.8,24.4,26.7,23.6,2.0,20.8,80.0,994.4
131,2001-07-01,22.6,25.8,28.8,0.0,0.9,21.0,74.8,1001.2
131,2001-07-02,24.3,28.2,32.7,0.0,1.0,22.5,71.3,1003.1
131,2001-07-03,24.3,26.5,29.4,0.0,1.2,21.2,72.9,1002.9
131,2001-07-04,23.6,26.9,31.9,0.0,1.1,19.6,65.8,1000.3
131,2001-07-05,24.2,27.1,31.2,0.0,1.7,21.5,71.6,998.1
131,2001-07-06,21.5,25.6,30.8,0.0,1.2,19.4,69.3,1002.2
131,2001-07-07,21.3,25.7,31.3,0.0,1.0,18.2,65.3,1004.0
131,2001-07-08,21.0,25.0,29.9,0.0,0.9,17.8,65.6,1002.6
131,2001-07-09,19.3,24.7,30.3,0.0,0.7,17.7,66.8,1001.3
131,2001-07-10,19.2,23.7,29.6,6.2,1.0,19.0,77.6,997.6
131,2001-07-11,22.2,25.5,29.5,1.9,0.8,22.4,83.1,994.2
131,2001-07-12,22.7,24.7,27.6,4.4,1.2,20.7,78.5,994.6
131,2001-07-13,21.3,26.0,30.6,0.0,0.7,19.3,68.0,999.5
131,2001-07-14,22.8,24.4,26.8,6.1,1.3,21.1,81.5,1001.2
131,2001-07-15,23.0,24.6,27.0,12.4,1.5,21.2,81.1,997.3
131,2001-07-16,21.7,23.3,26.8,0.8,1.5,20.3,83.0,998.0
131,2001-07-17,20.9,25.5,30.6,0.0,1.0,18.1,65.6,1000.2
131,2001-07-18,20.5,25.6,30.1,0.0,0.6,17.4,62.1,1001.6
131,2001-07-19,20.9,25.3,32.1,0.0,0.9,18.2,66.0,1001.4
131,2001-07-20,22.1,26.4,30.8,3.5,0.9,21.7,75.3,1000.5
131,2001-07-21,23.3,24.9,27.2,46.2,1.1,22.7,87.3,1002.1
131,2001-07-22,24.1,28.0,32.4,0.0,1.2,22.8,73.8,1002.4
131,2001-07-23,23.8,27.9,32.3,7.5,1.4,23.2,75.4,1003.0
131,2001-07-24,23.8,28.0,30.9,2.2,0.9,23.1,74.6,1003.6
131,2001-07-25,25.2,28.1,32.5,0.2,0.7,22.9,73.8,1004.5
131,2001-07-26,24.4,28.6,33.6,0.0,0.7,22.3,69.6,1003.4
131,2001-07-27,25.0,28.3,32.9,0.0,0.5,22.4,71.4,1001.7
131,2001-07-28,25.2,28.8,32.6,0.0,0.8,22.3,68.4,1000.0
131,2001-07-29,26.2,28.4,31.2,0.0,1.0,22.6,70.3,1000.4
131,2001-07-30,24.1,26.5,30.8,71.0,1.4,22.8,80.5,1001.1
131,2001-07-31,24.2,27.6,32.3,9.1,1.3,23.2,77.5,1000.0
131,2001-08-01,24.2,26.8,33.1,39.3,0.9,23.0,80.6,1002.2
131,2001-08-02,23.5,28.6,34.3,0.1,0.6,22.9,72.5,1006.8
131,2001-08-03,25.4,28.8,34.1,0.0,0.6,22.8,71.9,1011.1
131,2001-08-04,24.9,28.9,34.2,0.0,0.6,22.8,70.5,1009.4
131,2001-08-05,24.2,26.0,29.0,0.8,0.6,21.5,76.5,1004.9
131,2001-08-06,22.9,27.0,32.2,0.4,0.6,22.0,75.0,999.3
131,2001-08-07,23.7,27.2,31.7,12.6,0.9,23.0,78.6,995.4
131,2001-08-08,23.5,26.7,31.9,56.6,1.4,22.1,76.3,998.4
131,2001-08-09,22.0,25.1,29.5,0.0,0.8,18.1,65.6,1002.5
131,2001-08-10,20.4,25.5,30.0,0.0,0.9,19.0,68.1,1005.4
131,2001-08-11,21.8,24.3,26.9,0.0,1.0,16.1,60.3,1007.5
131,2001-08-12,20.2,22.1,25.3,1.9,1.7,16.5,70.3,1006.5
131,2001-08-13,19.7,24.4,28.9,15.4,1.6,19.4,74.3,1004.4
131,2001-08-14,22.3,25.8,30.3,7.5,0.8,21.8,78.6,1005.7
131,2001-08-15,23.6,26.3,29.7,0.9,0.6,22.4,79.5,1006.7
131,2001-08-16,22.2,27.9,33.4,0.0,0.5,21.6,70.4,1005.5
131,2001-08-17,23.6,28.8,33.5,0.0,0.7,20.1,60.5,1004.7
131,2001-08-18,23.1,27.5,32.0,0.0,0.7,19.8,63.0,1005.6
131,2001-08-19,22.3,27.1,31.7,0.0,1.0,18.7,61.1,1005.2
131,2001-08-20,21.9,27.1,32.0,0.0,0.7,20.0,66.1,1000.8
131,2001-08-21,22.1,26.2,31.9,0.0,0.7,20.4,71.6,993.2
131,2001-08-22,22.9,25.5,30.1,0.0,0.9,19.7,70.9,991.5
131,2001-08-23,20.3,24.8,30.3,0.0,0.8,17.3,64.9,994.6
131,2001-08-24,19.4,24.8,30.3,0.0,0.6,16.1,60.6,998.7
131,2001-08-25,20.0,24.3,29.3,0.0,0.7,18.3,69.9,1002.0
131,2001-08-26,20.0,24.8,30.0,0.0,0.7,17.1,65.0,1002.9
131,2001-08-27,19.3,24.6,30.2,0.0,0.9,15.7,59.6,1004.3
131,2001-08-28,18.4,23.6,29.4,0.0,0.8,14.4,58.0,1005.8
131,2001-08-29,18.6,23.4,27.1,0.0,0.6,16.5,65.6,1005.4
131,2001-08-30,20.1,23.7,28.6,0.0,0.7,14.4,57.5,1003.9
131,2001-08-31,17.0,23.4,29.4,0.0,0.5,15.4,62.3,1003.6
131,2001-09-01,19.6,24.8,30.3,0.0,0.5,14.3,54.8,1003.8
131,2001-09-02,18.3,24.3,30.6,0.0,0.6,13.9,55.3,1007.1
131,2001-09-03,18.8,25.2,31.0,0.0,0.7,15.3,55.9,1008.3
131,2001-09-04,19.1,24.2,28.6,0.0,0.5,16.1,61.3,1006.6
131,2001-09-05,19.8,24.7,29.7,0.0,0.6,14.9,55.8,1002.6
131,2001-09-06,20.0,23.8,29.0,0.0,0.7,17.3,67.6,1000.9
131,2001-09-07,18.8,24.4,30.6,0.0,1.1,16.2,62.6,1004.0
131,2001-09-08,19.1,24.4,29.7,0.0,1.0,16.3,60.9,1005.2
131,2001-09-09,21.0,23.8,27.6,4.4,1.1,19.4,76.8,1002.9
131,2001-09-10,19.9,23.4,27.0,0.1,1.6,17.1,68.9,1002.5
131,2001-09-11,18.1,22.4,27.4,0.0,1.4,13.4,57.6,1006.0
131,2001-09-12,15.6,20.4,26.5,0.0,1.0,12.6,62.9,1007.9
131,2001-09-13,14.9,21.0,27.1,0.0,1.1,11.8,57.9,1007.1
131,2001-09-14,16.9,19.9,24.5,0.0,1.5,14.3,69.6,1007.1
131,2001-09-15,15.7,22.1,29.0,0.0,0.7,14.5,63.6,1006.3
131,2001-09-16,16.1,22.8,30.3,0.0,0.4,13.9,60.8,1004.9
131,2001-09-17,15.8,22.0,27.7,0.0,0.7,16.3,71.6,1002.2
131,2001-09-18,17.5,22.6,29.0,0.4,0.8,13.9,61.3,1003.7
131,2001-09-19,12.1,20.5,28.6,0.0,0.6,12.8,63.4,1008.2
131,2001-09-20,18.8,21.6,25.3,0.0,0.8,14.8,66.1,1010.4
131,2001-09-21,13.3,18.1,25.1,0.0,1.6,9.7,60.4,1015.4
131,2001-09-22,9.2,16.6,23.2,0.0,1.4,4.8,47.8,1018.7
131,2001-09-23,9.3,17.6,25.0,0.0,0.5,8.7,59.6,1014.6
131,2001-09-24,11.7,18.4,24.9,0.0,0.6,11.4,65.8,1010.1
131,2001-09-25,17.0,20.0,25.1,0.0,0.5,13.6,67.4,1008.3
131,2001-09-26,14.4,20.3,26.8,0.0,0.5,11.8,60.9,1009.7
131,2001-09-27,15.8,20.1,25.7,0.0,0.4,11.4,60.1,1010.0
131,2001-09-28,12.5,19.9,27.3,0.0,1.1,9.8,55.4,1013.8
131,2001-09-29,17.9,21.0,25.2,0.0,1.3,8.5,45.5,1013.2
131,2001-09-30,14.3,15.7,19.4,6.9,1.4,12.7,82.4,1006.0
131,2001-10-01,13.1,15.9,19.3,4.3,0.7,13.0,82.8,1004.0
131,2001-10-02,11.4,16.2,23.4,0.0,0.3,11.2,74.6,1011.7
131,2001-10-03,14.3,18.1,23.1,0.0,0.3,13.2,73.4,1011.3
131,2001-10-04,13.6,17.4,21.8,0.8,1.2,12.9,75.0,1008.6
131,2001-10-05,11.3,14.9,20.4,0.0,0.9,7.7,63.5,1013.0
131,2001-10-06,7.1,15.8,23.4,0.0,0.8,8.8,66.5,1015.0
131,2001-10-07,11.7,17.8,23.0,0.0,1.1,8.4,55.5,1013.7
131,2001-10-08,15.2,18.6,24.7,0.0,0.9,9.9,57.6,1009.4
131,2001-10-09,14.1,16.0,17.8,43.4,1.1,13.6,85.5,1002.3
131,2001-10-10,13.1,15.3,18.1,0.6,1.5,11.4,77.5,1000.2
131,2001-10-11,12.9,15.8,20.0,0.3,0.7,11.7,76.8,1007.3
131,2001-10-12,11.8,15.5,20.5,0.0,0.9,9.5,69.0,1011.0
131,2001-10-13,8.3,14.6,22.6,0.0,0.5,9.0,72.1,1011.5
131,2001-10-14,9.5,16.1,23.9,0.0,0.5,9.2,66.9,1012.4
131,2001-10-15,11.6,17.4,23.2,0.0,0.7,11.4,69.0,1014.3
131,2001-10-16,14.1,17.1,21.3,0.0,1.0,10.6,67.3,1011.1
131,2001-10-17,8.9,13.2,19.2,0.0,0.6,0.5,43.0,1009.9
131,2001-10-18,7.0,13.4,20.3,0.0,0.4,4.6,58.0,1013.7
131,2001-10-19,6.2,13.2,20.8,0.0,0.4,6.3,66.3,1019.9
131,2001-10-20,7.9,14.0,19.5,0.0,0.2,7.7,67.4,1019.8
131,2001-10-21,9.6,14.8,19.4,0.1,0.7,10.4,75.1,1015.2
131,2001-10-22,12.8,16.0,20.5,0.9,0.5,12.2,78.5,1011.7
131,2001-10-23,8.1,14.1,21.8,0.0,0.5,9.8,77.0,1014.1
131,2001-10-24,8.5,13.3,20.8,0.0,0.4,10.4,83.9,1014.7
131,2001-10-25,7.7,15.6,23.5,0.0,0.4,10.5,73.9,1015.9
131,2001-10-26,12.8,17.0,22.9,0.0,0.4,11.8,73.0,1016.3
131,2001-10-27,10.6,14.8,18.2,2.2,0.7,12.0,83.3,1011.8
131,2001-10-28,12.5,16.0,21.2,23.3,1.3,10.8,72.8,1005.5
131,2001-10-29,11.2,15.0,20.2,0.0,0.7,8.7,67.6,1013.1
131,2001-10-30,10.8,14.4,19.3,0.0,0.7,9.3,72.4,1014.4
131,2001-10-31,9.7,14.1,18.9,0.0,0.8,8.4,70.3,1013.7
131,2001-11-01,5.6,12.3,17.8,1.2,2.2,4.8,63.0,1014.9
131,2001-11-02,0.4,7.0,13.4,0.0,1.1,-0.9,59.8,1016.4
131,2001-11-03,4.6,8.9,14.3,0.0,1.9,-0.2,53.4,1014.3
131,2001-11-04,-0.1,7.9,15.8,0.0,0.9,0.9,64.1,1017.7
131,2001-11-05,5.8,8.1,10.3,0.4,2.1,4.1,75.6,1012.9
131,2001-11-06,1.0,5.4,9.3,0.0,3.8,-3.4,53.9,1018.8
131,2001-11-07,-2.3,4.1,12.1,0.0,1.1,-3.6,61.4,1021.5
131,2001-11-08,-1.6,6.8,14.6,0.0,1.2,0.0,64.0,1018.4
131,2001-11-09,5.9,9.7,15.6,0.0,2.5,3.8,67.6,1016.3
131,2001-11-10,1.8,7.6,14.9,0.0,1.3,0.0,62.6,1016.5
131,2001-11-11,0.7,6.9,13.1,0.0,0.9,1.9,71.3,1012.2
131,2001-11-12,2.3,6.7,13.3,0.0,2.2,-1.2,62.0,1013.0
131,2001-11-13,0.1,4.9,10.5,0.0,1.8,-5.2,52.4,1012.7
131,2001-11-14,-2.8,3.8,11.3,0.0,1.5,-5.3,54.5,1014.1
131,2001-11-15,-3.1,3.6,10.2,0.1,1.7,-1.0,73.4,1015.0
131,2001-11-16,-0.2,6.1,10.7,0.0,1.7,0.9,71.3,1015.7
131,2001-11-17,1.8,7.5,13.4,0.0,2.0,-2.2,53.6,1016.9
131,2001-11-18,-2.0,4.4,12.7,0.0,0.5,-4.6,57.8,1017.3
131,2001-11-19,-1.9,5.3,14.1,0.0,0.6,-3.3,58.3,1017.1
131,2001-11-20,-1.2,6.2,14.8,0.0,0.9,-0.8,64.4,1017.3
131,2001-11-21,0.0,7.2,14.1,0.0,0.7,3.0,75.9,1017.5
131,2001-11-22,3.5,8.0,14.0,0.0,1.3,4.7,80.5,1018.1
131,2001-11-23,3.1,7.8,13.7,0.0,1.8,4.1,78.6,1015.9
131,2001-11-24,0.9,7.5,12.8,0.0,1.5,4.4,81.5,1008.9
131,2001-11-25,1.3,5.4,11.7,0.0,4.5,-3.2,53.9,1012.9
131,2001-11-26,-1.4,1.3,5.7,0.0,2.6,-9.5,45.6,1017.1
131,2001-11-27,-2.2,1.8,6.3,0.0,2.6,-5.3,59.8,1017.6
131,2001-11-28,2.6,6.5,10.6,1.7,2.4,0.4,66.4,1013.1
131,2001-11-29,5.6,7.0,8.2,3.5,2.4,5.1,87.1,1006.5
131,2001-11-30,-1.4,2.5,6.3,0.0,3.5,-7.7,49.4,1013.8
131,2001-12-01,-4.3,3.3,9.6,0.6,1.5,-3.3,65.0,1015.1
131,2001-12-02,1.0,3.9,8.7,0.1,2.3,-0.4,73.4,1018.1
131,2001-12-03,-0.4,0.7,3.3,11.3,1.1,-1.6,84.3,1017.7
131,2001-12-04,-3.7,0.5,4.4,0.0,1.0,-2.0,83.4,1017.0
131,2001-12-05,-0.2,2.2,5.4,0.0,2.0,-7.5,52.1,1017.0
131,2001-12-06,-3.0,0.8,4.6,0.0,3.0,-9.8,46.3,1019.1
131,2001-12-07,-5.8,-1.2,4.3,0.0,1.4,-9.9,53.8,1023.5
131,2001-12-08,-2.3,1.5,7.7,0.0,1.1,-7.7,53.4,1025.2
131,2001-12-09,-3.9,1.0,4.5,0.0,1.2,-5.8,61.3,1026.4
131,2001-12-10,-1.6,2.5,7.5,0.0,1.8,-5.9,54.5,1024.8
131,2001-12-11,-0.8,4.9,12.3,0.0,1.9,-1.6,64.1,1024.1
131,2001-12-12,-0.9,5.4,10.5,1.3,1.7,1.0,74.0,1017.8
131,2001-12-13,-4.7,-0.3,5.4,1.2,4.9,-5.6,68.6,1017.4
131,2001-12-14,-8.7,-4.5,0.0,0.3,2.3,-9.2,70.4,1021.6
131,2001-12-15,-7.3,-4.4,0.0,0.0,3.0,-12.7,52.6,1027.1
131,2001-12-16,-9.1,-4.3,0.9,0.0,0.9,-12.1,58.1,1025.8
131,2001-12-17,-6.0,-1.6,3.6,0.0,2.5,-10.1,54.0,1023.9
131,2001-12-18,-8.0,-3.9,1.1,0.0,2.2,-14.4,45.9,1027.7
